keywords,User,Time,Favorite count,retweets,Text
Part-Time Gods Second Edition,RealComicSutra,2018/5/21 23:48,2,2,Who wouldn't want to play god? If you love The Wicked + The Divine you'll like Part-Time Gods Second Edition -- Tab https://t.co/YMVB2jiQo2
Tabletop Tales,redgeniegames,2018/5/15 5:44,5,1,"Development view of a character in our Tinderbox Tales Series: Zilda.

Coming To #Kickstarter in 2018.

Art by https://t.co/hj8d86YzJD"
DitchCon 2018 Hallow's End Bash,RemedyzPwnCast,2018/5/16 1:51,5,3,"Are you going to BlizzCon? Or not? Either way! Join us at DitchCon! Backing is optional, but this awesome community https://t.co/F9vcruqP8u"
5-Minute Dungeon,riqaru,2018/5/27 22:53,1,1,"Here are the games we are going to play with approximate start times.
-Magic, modern format 10am
-5 Minute Dungeon https://t.co/LZntsWPvz7"
Part-Time Gods Second Edition,RisingStarPress,2018/5/28 15:36,2,1,"If you're a fan of The Wicked + The Divine (or just want to play god), you'll like Part-Time Gods Second Edition -- https://t.co/xFDoEFUBkx"
MourneQuest,Robbotron,2018/6/5 2:13,2,1,"The boys at @BackspindleGame are great, make beautiful-looking boardgames that are fun to play, and have a project https://t.co/XNbPiapwLm"
Coleco Evolved Mini Arcades,RobotechNews,2018/5/18 22:51,35,8,Coleco #Robotech Mini #Arcade #Kickstarter Fully Funded - https://t.co/VXpfFvYIJc #80s #anime #arcadegames https://t.co/XQmQv5eJdv
Newfoundland Jam,rockpapercynic,2018/5/24 1:44,8,3,"HEY HEY @DrinkingQuest's new Kickstarter game ""Newfoundland Jam"" was a delight to playtest and I think you're going https://t.co/6ByfIWO2dG"
MourneQuest,RoryJSomers,2018/5/22 9:21,3,1,MourneQuest from @BackspindleGame made my Hit List for @UKGamesExpo 2018 because it looks and sounds like a fantast https://t.co/FDNZwKwBvZ
WAVE/RASKL,rotorxracing,2018/5/22 0:00,2,1,Challenge your kids with some fun learning tools.  The RX Wave module for an existing Playstation4 controller and t https://t.co/PqIlPWhsDm
Agents of Concordia the Roleplaying game,rpg_crunch,2018/5/17 11:01,4,4,"Looking forward to playing this. Now on Kickstarter, please back this original game. Agents of Concordia the Rolepl https://t.co/Qedk1MDHD8"
Myst 25th Anniversary Collection,Russell_Brower,2018/5/22 10:34,18,11,"#Myst25 just brought the music Stretch Goal way closer! Two days left--- Please share, retweet and give a shout to https://t.co/4keh4rhY1c"
Spectacular Settlements for 5th Edition,RvdHeul,2018/6/1 5:43,1,1,"Always handy to have on hand!

Spectacular Settlements for 5th Edition!

 https://t.co/Icv4je5uet, via Kickstarter"
18Lilliput,SATekopo,2018/6/4 12:04,2,1,18Lilliput looked intriguing enough for me to make a punt at it. Not really sure it's really an 18XX but interestin https://t.co/zgZpLqtFq3
Savage Worlds Sovereign Stone,SavageBloggers,2018/5/22 17:44,1,1,Licensee Spotlight: Sovereign Stone for Savage Worlds on Kickstarter https://t.co/dT9q3w45g2 #SavageWorlds
Brook City,Scottie_Mick,2018/5/22 4:38,1,1,Brook City - Playtest Playthrough PART 3: https://t.co/6w76PiVBsJ via @YouTube
World of Alessia Campaign Primer for 5e D&D & Starfinder,SeanIzaakse,2018/5/31 19:41,2,2,Love the look of this campaign and totally going to run it for my players. Help get it funded so I can make that ha https://t.co/qilfnB4ZfK
Big Bad Con 2018,SeanNittner,2018/6/4 21:43,7,1,"Huzzah, only one day left on the Colorful Enamel Pronoun Pins Kickstarter campaign and @maurybrown has opened a new https://t.co/OzcFayXXtX"
Zoo Break,seattle48hfp,2018/5/15 18:43,2,2,So excited to announce our kick off location for this year! Zoo Break Studios in Burien! Check out the link below t https://t.co/9ObOC4y2Vw
"No Thank You, Evil",ShannaGermain,2018/6/5 4:13,21,4,"50k! You are all amazing! Thank you for supporting this game of my heart. &lt;3 

https://t.co/cbVhni4zEc

#NoThankYouEvil"
Con Before the Storm 2018,shawno,2018/5/29 1:37,1,1,Made a pledge to @ConBeforeStorm's Kickstarter campaign because this is a no-brainer: https://t.co/3QBzr7jzoH
The Seals of Cthulhu,SHMeeplesCo,2018/5/28 15:53,19,3,"The Seals of Cthulhu: Kickstarter Preview/Mini Review https://t.co/thGBRClPkZ via @YouTube 

Some thoughts from me https://t.co/jTonlpZEEI"
Heroes of Estaria,SilentcandleG,2018/6/4 8:43,2,1,"Only 2 more days left to support our game, Heroes of Estaria on Kickstarter!
https://t.co/ogPKDfrhqL

#roleplaying https://t.co/XjS0gn906p"
Arcane Scrollworks 2,SKGames,2018/5/23 16:22,13,2,The Arcane Scrollworks 2 campaign has entered its final week. Don't miss out on this growing collection of hand-fin https://t.co/TFOXjxcYg2
WHISPER Wave 2,Skinner_Games,2018/5/15 4:31,1,2,Need help unlocking awesome mecha figures! #kickstarter #mecha #gundam #anime #scifi #miniatures #tabletop https://t.co/p1nu0aKS9o
Space Cats Fight Fascism,Skye_sant,2018/5/25 16:19,0,1,I just backed Space Cats Fight Fascism: The Board Game on @Kickstarter https://t.co/8GORI2p8vA  I've always suspect https://t.co/vBiIHmiB61
Papercuts,sladelss,2018/6/5 1:35,0,1,I hate papercuts with a burning passion
Vikingr,slloyd14,2018/5/11 20:38,4,1,"Just launched a Kickstarter campaign for a new Viking themed OpenD6-based RPG.  It is written and laid out, it just https://t.co/20yxfUQEKQ"
SuperAge Role Playing Game,SMG_Play,2018/5/23 13:10,1,1,The SuperAge RPG on @Kickstarter  has reached 100 backers! Help us get to the next stretch goal! https://t.co/2Z86X2uL4i
Make your collection of miniatures great again,SnagletoothWars,2018/5/31 18:11,3,2,"Make your collection of miniatures great again! 

de Rude Minis en @Kickstarter https://t.co/zC8sWRThKz https://t.co/2dm2jzy5hn"
Steamboat Billy,SpeerofD3stiny,2018/6/3 18:05,1,1,"Just a weekend reminder - Steamboat Billy still has 10 days left and is mostly funded, but it can't reach the finis https://t.co/kDrEmTwX1W"
Pixel Princess Blitz,SpiidiOnNoita,2018/5/29 11:00,2,1,I just backed Pixel Princess Blitz - Sandbox Roguelite Action RPG on @Kickstarter https://t.co/DONUlHCXBj
Legends of Signum,spikeybits,2018/5/14 20:41,4,1,Legends of Signum: Battle for Vallor Kickstarter  TheLegends of Signum: Battle for Vallor KS is liveand fully fun https://t.co/l4sMsOTAlG
GAMEBOOK,Spooky3lectric1,2018/6/4 13:35,1,1,@citydaduk @fightingfantasy @ian_livingstone Theres an app that does more than just dice rolls for Fighting Fantas https://t.co/S97A9Awo0F
STREETS OF STEEL,SpritesNDice,2018/5/28 23:35,3,1,"We had a chance to try out @WildPowerGames's brand new #Kickstarter game, Streets of Steel!  Here's our thoughts ab https://t.co/nfftSnozOH"
The Dice Dungeon,Squach,2018/5/27 17:26,21,1,"Having wrapped my school gaming club, probably forever, I wanted a new place to store all the extra dice I now own https://t.co/v62jeQjFxn"
Doxie Dash,ssoebmizan,2018/5/29 10:05,0,1,"Doxie Dash #BoardGame. Take on challenges from the doxie's perspective as you defeat foes, poo on expensive rugs, h https://t.co/POUYWDrkta"
Creatures of Vathis,StarcalledStudi,2018/5/27 15:59,8,4,"Creatures of Vathis, creatures for 5e and Pathfinder! Use them in our world or yours.  Now on Kickstarter: https://t.co/HZqzZg0URv"
Table Top AR,StartupAggies,2018/6/4 15:14,2,2,21 hours left to support @TAMUComm senior Rhett Bruck's @kickstarter to fund his global AR startup at @TAMUMcFerrin https://t.co/b5PBkR1rTx
3D Printable,State_Scoop,2018/6/4 22:17,2,2,MIT is testing 3D-printable driverless boats that could relieve traffic in canal-heavy cities  #transportation https://t.co/TZXpGf8RzG
Lisistrata  Visual Novel  Adventure RPG,steamgirlgame,2018/5/12 13:19,1,1,"Nearly there!! Hope this game gets funded.

Lisistrata  Visual Novel  Adventure RPG, via @Kickstarter https://t.co/2iszQrCqch"
Crusader Kings The Board Game,StellarisGame,2018/5/27 14:10,71,1,"A daring plot unravels. Will the Blorg Body pillows make it into @CrusaderKings board game!? :O

BTW. You should to https://t.co/8VVbX3fdzD"
Tricky Tides,stevenaramini,2018/5/21 15:12,27,1,Thank you @thedicetower and @425suzanne for featuring Tricky Tides and Sprawlopolis during the latest Board Game Br https://t.co/hB13pgZGI8
Story Time Chess,storytimechess,2018/6/4 17:06,0,1,We launched a Kickstarter for a board game that teaches chess to children younger than ever (ages 3+). It includes https://t.co/cn8qvFK8zc
Escape the Dark Castle,StrieEyes,2018/6/5 0:43,0,1,Have you looked at the Escape From the Dark Castle #kickstarter yet by @themeborne ? Want to know more before you d https://t.co/QhzOuIoFVp
Anno Domini 1666,StudioGiraldez,2018/5/25 7:33,42,5,"Anno Domini 1666, new  boardgame! https://t.co/jcHgsHlDrx"
Journal 29 Revelation,Sweeet83,2018/5/15 9:17,3,4,Varietats: Journal 29 Revelation: Interactive Book Game https://t.co/mo48ohXiZG #project #Kickstarter #book #game https://t.co/8Cbe3FiMj5
Crisis at Steamfall,TabletopPolish,2018/5/14 17:08,3,1,Once again for the Americans. Back Crisis at Steamfall! It's a great game! It's also my first chance as an editor a https://t.co/C6TMsIqKb5
Castle von Loghan,tangled_towers,2018/5/26 16:33,1,1,"6 more days o go! Lots of stuff added! 

Please share this post! :)

https://t.co/QZoCdgsA1e https://t.co/QZoCdgsA1e"
Reign of Cthulhu,Tarheel0416,2018/6/4 0:06,4,2,Check out Reign of Cthulhu: A Lovecraft inspired Augmented Reality RPG by Reign of Cthulhu on @Kickstarter https://t.co/AnOII29CjO
The Omen Saga,tdhlifeingames,2018/5/15 13:10,4,2,Check out The Omen Saga by Kolossal Games on @Kickstarter https://t.co/nAl1aHDOvN Just 5 more days to go! Do not mi https://t.co/UsLRkBHTDf
A Delve in the Cave,TesseraGuild,2018/5/15 4:36,1,2,"6 RPG Kickstarters You Should Back  Lankhmar Savage Seas of Nehwon, Sovereign Stone, THE BOOK OF DARK SECRETS, The https://t.co/of3QI79j7X"
Stoneshard,TetraByteMedia,2018/6/5 2:34,1,1,Kickstarter Video Game Stoneshard - Should I Back: https://t.co/MiagI4V6YN via @YouTube
Crusader Kings The Board Game,tgn_news,2018/5/21 20:04,4,1,"Crusader Kings Board Game Up On Kickstarter: While nowadays, it seems like everything is moving from the analog wor https://t.co/Zec9bjCXJ7"
The Quotable Game,The_Crowds,2018/5/14 13:09,0,1,Inject some fun into your moderately boring life with ridiculous quotes by famous people  - The Quotable Game is no https://t.co/lfBBZ5BdMl
Steamboat Billy,THE_FURY_C_i,2018/6/3 16:25,0,1,Consultez le projet Steamboat Billy: The Curse of the Leviathan par ManaVoid Entertainment sur @Kickstarter https://t.co/qORA4Si2kb
Apocalypse WOW,Theafi100,2018/6/4 21:58,1,1,It's Apocalypse Now! Or Apocalypse Wow! Or Apocalypse err what was that about? https://t.co/6pQmqHCz1l
Coleco Evolved Mini Arcades,TheAtariGamer,2018/5/14 21:28,6,1,I couldnt help myself and had to pledge for the #Robotech #Coleco mini #arcade on #Kickstarter §™ If all goes wel https://t.co/spZSUl6b2j
World of Alessia Campaign Primer for 5e D&D & Starfinder,theBATCLAM,2018/5/15 18:33,1,1,Check out World of Alessia Campaign Primer for 5e D&amp;D &amp; Starfinder by Jaye Sonia on @Kickstarter https://t.co/3c9hfxl8mL
Castle von Loghan,thedicebear,2018/5/13 20:00,3,2,"I love finding new #Kickstarter #tabletopgames &amp; #boardgames
including:
Sagas of Noggin the Nog
@JA_boardgames Cas https://t.co/1Q70Lytd0Q"
Tabletop Tales,thediceyreview1,2018/5/21 3:31,11,3,Getting to work on a video for Paper Tales from @StrongholdGames and @CatchUpGames! Really enjoyable drafting game. https://t.co/Jh0ydm2izc
Heroes of Estaria,thegamecrafter,2018/5/8 20:12,2,2,Heroes of Estaria is now on Kickstarter! Created by a designer in The Game Crafter community. Already reached 50% o https://t.co/DrPC7xGvOJ
IS IT A PLANE!?,theocelotmag,2018/5/29 11:04,1,1,"https://t.co/IPk0H3M91I Is it a bird? Is it a plane? Nope, it's grumpy old women to rescue @CityHallSalis! https://t.co/bTssr6U0RH"
Fetch Quest,TheOnyxPath,2018/6/4 22:00,1,1,#FetchQuest Update 14: Winter of Man Part 1 https://t.co/t59iHCPxey #Pugmire
Endless Realms RPG,TheRpgAcademy,2018/5/22 12:28,3,2,"Check out Endless Realms RPG by Lunar Games on @Kickstarter 

95% with a week to go!

https://t.co/bJsKX0h2el"
Slickerdrips,thesinisterfish,2018/5/30 8:38,3,2,"I just backed Slickerdrips - Year 3, and you should too. #boardgames #tabletop

 https://t.co/Xqrravzian, via Kickstarter"
RPG Character Journal,TheSpellCast,2018/5/15 18:23,6,3,"#DnD Hey everyone! @crit4brains just shared their amazing, new kickstarter with us and we want to help a fan and fe https://t.co/spy0ecSCk1"
The Seals of Cthulhu,thing12games,2018/5/28 18:16,2,1,@CBStacker who made the great #TheSealsOfCthulhu Kickstarter video stopped by at @KublaCon https://t.co/1SZuFHTsME https://t.co/Rx7ihUAjbj
Part-Time Gods Second Edition,ThirdEyeGames,2018/6/3 16:09,14,1,"3,000 words left to write... and then -Part-Time Gods Second Edition is done. EEK!"
The Thirsty Dragon Board Games Bar and Cafe,ThirstyDragonUK,2018/6/4 17:14,4,2,"And, while you're there, don't forget to back The Thirsty Dragon on Kickstarter too! 
#kickstarter #boardgames https://t.co/FKN6FRuc3p"
GAMEBOOK,thought_jelly,2018/6/4 20:31,3,1,"An excerpt from The History of the Old mill, Part 1, at https://t.co/VXZQSaVfro #rpg #gamebook #HistoricalFiction https://t.co/63LJD9ExJl"
DitchCon 2018 Hallow's End Bash,Tiber_wow,2018/5/22 16:15,2,1,I just backed DitchCon 2018 Hallow's End Bash on @Kickstarter https://t.co/vWQTNKa7xK ... because who can say no to @belleofpwncast ?
Tiny Ninjas,tinyninjasgame,2018/6/3 17:13,2,6,"[MONKEY] A new ninja enters the arena! 

https://t.co/vyidY0V5oB

#bgg #boardgames #boardgamegeek #tabletop https://t.co/PLG5wHii5z"
Darwin's Choice,tlarraya,2018/5/20 15:50,1,1,@mami_meeple @cuartodejuegos @kickstarter I voted for linen finish. @Treecer_atops are running such an awesome camp https://t.co/FdC5vD1QaG
The Neverland Rescue by Scott Almes,tomgurg,2018/5/16 0:54,5,1,Just finished talking to @Scott_Almes about The Neverland Rescue and a few other things. You should check out the g https://t.co/oHpuKaycdw
MourneQuest,tommmoore,2018/5/22 9:06,4,1,I just backed MourneQuest on @Kickstarter https://t.co/ocxyeUCY6Y
18Lilliput,tonyboydell,2018/5/28 8:09,13,2,18Lilliput https://t.co/gDmUKIyCCo
Coleco Evolved Mini Arcades,TooManyGames,2018/5/23 20:40,7,2,"Tabletop arcade machines are back! @ColecoVision_ is remaking these classic games, and they look sweet! Check out t https://t.co/WPRTfLAR2y"
Quiz Quoz,toonhammergames,2018/5/22 12:47,4,3,This week's #Kickstarter pick is @QuizQuoz! I am pants at trivia but this looks like the kind of game I could get a https://t.co/5jKpXdv0GD
Stonehaven Adventurers 2018,Travis_Fauber,2018/5/25 4:20,5,2,Check out Stonehaven Adventurers 2018! A new #miniature was just unlocked  #DnD #dungeonsanddragons #pathfinder https://t.co/irD0RSYToB
Go Eco,trulytribal_in,2018/6/5 6:10,1,1,"#India is hosting #WorldEnvironmentDay today and theme is "" Beating Plastic Pollution"" .. go eco friendly with https://t.co/sVrVQWlKzI"
Skip55 the arithmetic board game,tytogames,2018/5/24 6:36,1,2,I just backed Skip55 the arithmetic board game on @Kickstarter https://t.co/HIfoJ7tjVA #boardgames #kickstarter #japan
Theoc Space Dwarves 28mm Sci-Fi Miniatures,UKCrowdfundWeek,2018/5/23 12:25,0,1,'Theoc Space Dwarves 28mm Sci-Fi Miniatures' a new UK #gaming #crowdfund campaign! https://t.co/MApzDamE3N
Posthuman Saga,UnfilteredRnG,2018/6/4 16:29,5,1,Enter to win a copy of Posthuman Saga (deluxe version) from @mighty_boards and @ETBoardGames! Contest ends June 5. https://t.co/hSKxUpluKW
Unicards,unicardsgame,2018/6/4 21:24,0,1,Hi @teamunicornftw if you like #unicorns then you might be interested in my new #cardgame now available on https://t.co/gf8mwLUIja
THE SINGAPOREAN DREAM,uptomenow,2018/5/22 9:40,1,1,"Who is giving who a food aid ? Stop your fake news.
 https://t.co/H1Rtqkdyoi
 #Eritrea Singaporean dream ended cata https://t.co/U7IYWMZLWY"
Cult Following,USATODAY,2018/6/5 5:50,13,5,"From sunscreen to beach games, weve got you covered. https://t.co/thEk9GfOi6"
ORC STABR,varnished_truth,2018/5/18 16:14,4,1,"""Mini-Review: Orc Stabr"" by @42nd_Alchemist 
https://t.co/zxChoJSzLj
#DnD #RPG  https://t.co/oy3Pk7UvfV"
The Thirsty Dragon Board Games Bar and Cafe,veetyaz,2018/6/4 17:07,2,1,Super excited for @ThirstyDragonUK in #greenwich! Loads of fun cosplaying @jameystegmaier s Scythe and talking https://t.co/smJCjFJ64A
Legends of Signum,Vegaskatus,2018/5/12 4:56,1,1,'Legends of Signum: Battle for Vallor' (a Tabletop Games project) closes in 34 days. Don't miss out! See their prog https://t.co/oGA5bidN5Y
No One Warps For Free,VengerSatanis,2018/6/1 17:40,9,4,"[RPG] Sleazy sci-fi supplement.  Latest Alpha Blue kickstarter launched:
https://t.co/UTfQaretlg

#OSR #RPG #scifi https://t.co/0Ef1OPxa2S"
Evil Overlord,veni_vidi_veni,2018/6/5 4:26,14,2,a corruption-themed game where you play as a minion of some evil overlord/overlady/overenby (player's choice) corru https://t.co/lrEAzUNmLe
Goblivion,Venture_Amanda,2018/6/5 0:15,0,1,"#ContestAlert; Win a #kickstarter copy of the #Goblivion #boardgame thanks to @boardgamerev and @GoblivionGames, Ch https://t.co/WygA9eYxr3"
Fantastic Factories,victoriacana,2018/6/4 23:24,7,1,I backed Fantastic Factories on Kickstarter today! I tried it out over the weekend at #etx18 and it appealed to my https://t.co/AUlnEnyVDI
Journal 29 Revelation,vortalifer,2018/5/25 14:59,3,2,Journal 29 Revelation 3 stretch goals unlocked: https://t.co/avsvaycmhW #journal29 #Kickstarter
Cubeamajigs,VorthosMike,2018/5/21 16:57,2,1,"Jigs with his new Cubeamajigs product:
https://t.co/qeyssVw820"
Offical Wargamer Girl Enamel Pin,WarGamer_Girl,2018/5/27 16:45,21,5,"Thank you all so much, this is over 500% funded now!

Check out Offical Wargamer Girl Enamel Pin by WarGamer Girl o https://t.co/mH9739h6LB"
VR Puppet Murder Mystery,WealthyAardvark,2018/6/3 18:01,2,1,Have y'all looked at @erinf's Kickstarter project? https://t.co/eueGQ5uwjt
Yokai Septet,whatseplaying,2018/6/4 2:43,5,1,More of the cards from Yokai Septet from @Dan_NinjaStar! Have you checked out the Kickstarter? What're your favorit https://t.co/NZ3MFlWbGC
Wild Mage,WildMageGame,2018/6/5 4:53,6,8,Xbox One goal reached! Wild Mage is coming to ALL CONSOLES! Only 20 hrs left to secure backers exclusive rewards an https://t.co/lzGnGfgYDe
Daughters of Twilight,WitchBorn,2018/5/21 2:32,2,1,The #DaughtersOfTwilight #Kickstarter just unlocked its 3rd stretch goal! Join us in the final 40 hours. The next https://t.co/PEv5tSK6Jr
One Week Ultimate Werewolf,WoodsEdward,2018/5/15 15:46,1,1,I just backed One Week Ultimate Werewolf on @Kickstarter https://t.co/aAzM778fyc I just couldn't help myself...too https://t.co/MbFjVa6Hm2
Ironrise,WorldAnvil,2018/5/22 6:19,7,4,"Congratulations to @IronriseGames Team for hitting their Kickstarter Goal!
A huge thank you to everyone who by shar https://t.co/UXbnL0gTMt"
DitchCon 2018 Hallow's End Bash,WoWChallenges,2018/5/16 12:21,2,1,We just backed @TheDitchCon 2018 Hallow's End Bash on @Kickstarter https://t.co/JmqNemCOMm
The Steel Road,XGuoforWaterloo,2018/6/5 3:49,1,2,@mmccdenier There are two ways to conduct a business: zero-sum game to compete in a finite market or to enlarge the https://t.co/IteHEVoudj
Orc Warband,YstlDystl,2018/5/12 11:29,1,2,"Goin' live in 1 hour! The war has begun, the age of the Orc is near! @Mount_and_Blade #Warband #TLD #LOTR mod. Stop https://t.co/4BKFKCqiXY"
One Week Ultimate Werewolf,zeedox,2018/5/21 0:54,111,2,One of my favourite rooms I painted for One Week Ultimate Werewolf: The Dynamite Room! https://t.co/ACOkhsJMme
Zen Bins Quick Draw Card Holders,zen_bins,2018/5/29 18:55,1,1,@zen_bins Playable Standard and Mini Card Deck Holders for you favorite board games @kickstarter now thru June 22. https://t.co/NVitjMv6SY
Orphans Team Fantasy Football,ZenitKensei,2018/5/28 21:07,5,3,New fantasy football team from zenitminiatures. Now on kickstarter. https://t.co/7VHJH3xvjr https://t.co/qXbuJaDSuI
Jaws of Extinction [Reboot],zombielov3r,2018/5/6 10:12,0,1,I just backed Jaws of Extinction [Reboot] on @Kickstarter https://t.co/hTY0yaSWKK @JoEDevTeam
